neuron_id,hit_peak,hit_auc,hit_latency,miss_peak,miss_auc,miss_latency,fa_peak,fa_auc,fa_latency,cr_peak,cr_auc,cr_latency
0406_20180503_21_timeseries.mat,0.0745066081177142,0.46939620030742857,0,0.14305085469694698,-0.18108903980122287,1,0.09952380988669897,-0.11900756195151893,0,0.14281586200102336,0.4383564434551874,24
0406_20180503_28_timeseries.mat,0.13792028576067156,1.4551641679972387,11,0.17917027023127852,0.4147790217801801,7,0.10716910836016459,1.2548723406052584,0,0.21060795861348097,1.198640668061583,1
0406_20180503_30_timeseries.mat,0.21981536526137085,1.5031289796186433,8,0.2337060226675342,0.0538435543832533,35,0.14144473580883876,1.9907062206642954,7,0.1892654279867808,1.2639592212728328,3
0406_20180503_37_timeseries.mat,0.06931711743887076,0.6353379359958019,11,0.10153436529285767,-0.0038224973929270184,18,0.08509533166765205,0.49063311439804813,9,0.15150756413737934,1.0082443693506151,13
0406_20180503_3_timeseries.mat,2.895262276677086,59.27705045702008,18,2.6311261202482616,39.96985297709447,11,2.706460061582226,55.97255481907206,17,2.764127567410469,48.298039529865385,9
0406_20180503_41_timeseries.mat,0.16153776183286134,2.2536945542250417,12,0.24870074195239475,1.0315558598217025,18,0.17934340160084708,2.5558997537363903,8,0.18465979028907087,1.3123945573200384,19
0406_20180503_4_timeseries.mat,0.041333011497044936,0.1281299920778039,39,0.20843625383670716,0.07634026963191273,5,0.11681888049295652,0.06880324423494336,5,0.14544678188653457,0.4843274195978194,5
0406_20180503_59_timeseries.mat,0.14433548890930764,1.8565424960946197,15,0.21307036833947196,0.3698173199401365,12,0.1423326258532583,1.7783926282782776,9,0.2711082576877541,1.7910891372624234,33
0406_20180503_5_timeseries.mat,0.34441979827140184,6.3166950782116125,20,0.4498920738149215,6.176876709562267,20,0.43661288340846377,7.959534439771881,31,0.5492496006604698,7.427180733702778,39
0406_20180503_8_timeseries.mat,0.12003769629826659,0.6723695709086884,5,0.08579288334037889,-0.1767855733073791,39,0.09022422373715427,0.3669519562862572,0,0.17859722451927762,0.4466640786190207,36
0406_20180620_11_timeseries.mat,0.8849831989816861,12.155593161314679,12,0.24594174700323493,2.0692299719262035,7,0.7124084995261261,13.447539296197684,18,0.1331943691521883,1.8088187793900332,9
0406_20180620_19_timeseries.mat,0.2497159146853251,0.5407609107802092,6,0.3871249244431965,2.0275479828647804,7,0.23388911967003156,1.9220449073727455,7,0.4985450531169772,4.0410125773054215,8
0406_20180620_41_timeseries.mat,0.39363073730082426,3.457790087100067,10,0.27428665953921155,2.6082710825454947,7,0.31166770088944645,4.251675792248481,10,0.30003534141927957,3.3856434708837577,37
